doc,de,van,een,het,en,in,te,dit,is,met,deze,die,hij,dat,zijn,men,kan,op,aan,zich,door,wat,maar,als,we,ze,je,voor,of,uit,heeft,om,tot,kunnen,naar,over,alle,dan,werden,elkaar,bij,was,ons,worden,zichzelf,hun,zonder,z'n,ten,rond,noch,geen,moet,tegen,iets,na,x,onder,had,iedereen,achter,niemand,alles,toe,wij,waren,allerlei,buitenaf,nu,vanuit,mee,dezelfde,meest,wordt,per,zouden,ik,onszelf,veel,mogen,heb,onze,naargelang,me,omdat,hebben,meer,zoals,zou,zulke,zal,tussen,mijn,elk,geweest,welke,naast,enkele,wanneer,kon,werd,wie,hem,volgens,zulk,zij,mij,ondanks,terwijl,via,ter,zullen,weinig,niets,haar,heen,alsof,want,bent,zo'n,alhoewel,zoiets,tijdens,jullie,moeten,konden,dus,méér,hebt,vanaf,weidden,hadden,naartoe,zodat,neer,enig,sensoren,enige,én,ben,er,zolang,mag,elke,af,langs,beide,zowel,toen,krijgen,fysieke,aangezien,binnen,al,hen,u,mezelf,mekaar,hetzelfde,ene,des,diezelfde,dankzij,waar,vandaan,allebei,hoewel,zodra,behalve,bvb,wiens,dna,iemand,mocht,niks,buiten,doch,getuige,hetgeen,miermetafoor,doordat,"houden""-idee",doorheen,kregen,m'n,moest,e,totdat,velen,genetische,enkel,qua,vóór,gedurende,naarmate,welk,sinds,lus,sommigen,tegenover,hetzij,minder,kunt,ieders,moge,minst,nadat,enzovoort,uitzag,boven,'s,hoezeer,alvorens,beiden,meerdere,inzake,datgene,omtrent,ieder,alsook,moesten,evenwichtsproblemen,nog,sommige,uw,eenmaal,wegens,wezen,dezen,indien,leven,rondom,ware,zeer,té,datzelfde,diens,iedere,steeds,vanop,ietwat,ikzelf,word,leveneen,jezelf,nabij,helemaal,allen,aangaande,vanwege,opdat,mochten,kun,evenals,à,ecosystemen,tekens,zijnde,oftewel,obstakels,ná,eenzelfde,vermits,a,a.i.,der,jou,its,kauffmans,hijzelf,resp.,t.o.v.,den,ofte,jij,jouw,bovenop,anno,vol,minste,rather,ofwel,daar,algoritmen,hoe,meeste,mits,tenzij,uitstaans,zowat,toegegeven,mensdom,doyne,dé,dewelke,mét,ditzelfde,spruit,parallelle,vb.,teneinde,degene,alsmede,diegene,cd's,ontsprong,ven,menige,genoeg,voorzover,bit,a.l.,abcdef,10000en,biljoenen,books,cog,artificiêle,tussendoor,geïnterviewde,geneest,gehoorzamen,degenen,hemzelf,hét,kortom,wél,ge,teveel,vele,fé,vlotte,allerhande,weerklonk,optimaal,ie,'n,'t,meesten,berekeningen,beneden,voordat
134.male.ENTJ.Dutch.A.txt,0.136,0.053,0.089,0.065,0.038,0.024,0.025,0.011,0.038,0.027,0.007,0.042,0.007,0.04,0.016,0.02,0.013,0.011,0.007,0.014,0.014,0.009,0.007,0.013,0.004,0.018,nan,0.014,0.007,0.002,0.009,0.016,0.002,0.011,0.004,0.011,nan,nan,nan,nan,0.004,0.011,0.004,0.013,0.007,0.002,0.002,nan,0.002,0.002,nan,0.007,nan,nan,0.002,nan,nan,nan,0.002,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0.004,nan,0.004,0.011,nan,0.004,nan,nan,0.002,nan,0.004,nan,0.002,nan,0.007,0.007,nan,0.007,0.005,nan,nan,0.002,0.002,0.002,0.002,0.004,0.002,0.002,nan,0.004,0.005,nan,nan,nan,nan,nan,0.002,nan,0.002,nan,0.004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004,0.002,nan,nan,nan,nan,nan,0.004,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,0.004,nan,nan,0.004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
135.female.ENFJ.Dutch.A.txt,0.085,0.056,0.062,0.07,0.021,0.044,0.044,0.007,0.04,0.014,0.035,0.032,nan,0.03,0.042,0.014,0.019,0.019,0.007,0.007,0.012,0.012,0.018,0.011,0.018,0.023,nan,0.007,0.018,0.002,0.005,0.019,0.002,0.023,0.005,0.007,0.002,0.012,nan,0.002,0.005,nan,0.004,0.007,0.011,0.005,nan,nan,nan,nan,nan,0.002,nan,nan,0.005,0.007,nan,0.002,nan,nan,0.002,nan,0.002,0.002,0.004,nan,0.007,nan,nan,nan,0.004,nan,nan,nan,0.005,0.004,0.002,nan,0.002,nan,nan,nan,nan,0.005,0.004,0.004,0.002,0.007,0.004,nan,0.002,nan,0.002,nan,nan,nan,nan,nan,nan,0.004,0.002,nan,nan,0.002,nan,nan,nan,nan,0.002,nan,nan,nan,nan,0.002,nan,nan,0.002,0.004,nan,0.002,nan,nan,nan,nan,0.004,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,0.004,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
136.female.ESFP.Dutch.A.txt,0.084,0.07,0.056,0.065,0.028,0.045,0.023,0.014,0.026,0.019,0.007,0.035,0.04,0.031,0.045,0.005,0.026,0.024,0.005,0.01,0.028,0.012,0.005,0.026,0.01,0.016,0.005,0.005,0.002,0.007,0.014,0.009,0.005,0.012,0.007,0.005,0.005,0.003,0.002,0.014,0.009,0.005,0.002,0.014,0.005,0.002,nan,nan,nan,nan,nan,0.009,0.002,nan,0.003,0.003,nan,nan,nan,nan,0.002,nan,0.002,nan,nan,0.002,nan,nan,nan,nan,0.002,0.002,nan,0.007,0.002,nan,0.005,nan,0.003,nan,0.002,0.002,nan,0.002,0.002,0.002,0.002,0.01,nan,0.002,nan,nan,nan,0.002,nan,nan,nan,nan,nan,0.005,0.002,nan,nan,0.003,nan,nan,0.002,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,0.002,nan,0.005,nan,nan,nan,nan,0.002,0.005,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,0.002,nan,nan,0.002,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
137.female.ESFJ.Other.Other.txt,0.074,0.051,0.051,0.074,0.065,0.048,0.028,0.017,0.026,0.025,nan,0.042,0.034,0.04,0.031,0.017,0.026,0.023,0.005,0.003,0.022,0.014,0.014,0.014,0.028,0.009,0.002,0.014,0.008,0.008,nan,0.005,0.008,0.014,0.003,0.006,nan,nan,nan,0.006,0.002,0.014,0.012,0.008,0.005,0.002,nan,nan,0.002,nan,0.005,0.005,0.002,nan,0.005,0.008,nan,nan,nan,nan,nan,nan,0.002,nan,0.003,0.003,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,0.003,nan,0.005,nan,nan,0.003,nan,nan,nan,0.006,nan,0.005,0.006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.005,0.005,nan,0.003,0.003,nan,0.002,0.002,nan,nan,nan,0.002,0.003,nan,nan,nan,nan,nan,nan,nan,0.005,nan,nan,0.002,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,0.003,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
138.female.ESFJ.Dutch.A.txt,0.091,0.043,0.046,0.066,0.046,0.036,0.051,0.016,0.036,0.03,0.01,0.03,0.018,0.04,0.021,0.028,0.012,0.02,0.005,0.01,0.013,0.005,0.007,0.008,0.01,0.013,0.008,0.015,0.007,0.012,0.003,0.02,nan,0.02,0.008,0.007,0.005,0.002,nan,0.008,0.005,nan,0.005,0.01,0.005,nan,0.002,nan,nan,nan,nan,0.003,0.008,0.003,nan,0.002,nan,nan,nan,0.002,nan,nan,0.012,0.002,0.002,nan,0.002,nan,nan,0.002,0.002,nan,nan,0.005,0.002,0.003,0.012,nan,0.003,nan,nan,0.01,nan,nan,nan,nan,0.002,0.003,0.025,nan,0.002,0.002,0.002,nan,nan,nan,0.002,nan,0.005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.007,nan,nan,nan,nan,nan,nan,nan,0.007,nan,nan,nan,nan,nan,nan,0.003,nan,nan,nan,nan,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,0.002,nan,0.002,nan,nan,0.002,0.003,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
139.male.ENTP.Dutch.A.txt,0.094,0.059,0.082,0.071,0.045,0.052,0.03,0.014,0.03,0.034,0.012,0.048,0.018,0.036,0.016,0.005,0.021,0.02,0.012,0.009,0.009,0.009,0.007,0.02,0.005,0.002,0.002,0.018,0.014,0.002,0.009,0.009,0.011,0.011,0.009,0.005,nan,0.004,nan,nan,0.002,0.005,0.007,nan,0.007,nan,nan,0.002,nan,0.004,nan,0.005,nan,nan,0.005,nan,nan,0.004,0.004,nan,nan,nan,0.002,0.002,nan,0.004,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0.004,0.002,nan,nan,0.004,nan,0.004,nan,0.002,nan,0.002,0.005,0.009,0.014,nan,0.002,nan,0.002,nan,nan,nan,nan,nan,0.002,nan,nan,0.002,0.005,0.004,nan,0.004,0.002,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,0.004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,0.002,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14.female.ISFJ.Dutch.OV.txt,0.115,0.057,0.078,0.062,0.024,0.057,0.018,0.024,0.015,0.024,0.015,0.033,0.004,0.029,0.02,0.055,0.005,0.02,0.013,0.022,0.004,nan,0.009,0.011,nan,0.005,0.002,0.013,0.005,0.004,0.002,0.015,0.005,0.009,0.009,0.007,nan,0.005,0.002,0.002,0.011,0.015,nan,0.002,0.005,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.007,nan,nan,0.004,nan,nan,nan,nan,0.002,nan,0.002,nan,nan,nan,nan,0.002,0.007,nan,nan,nan,0.004,0.007,nan,nan,nan,nan,nan,nan,nan,0.007,0.004,nan,0.011,0.018,nan,0.005,0.002,nan,nan,nan,0.005,0.002,0.002,0.002,0.007,0.005,nan,nan,0.002,nan,0.002,0.007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,0.004,nan,0.002,0.002,nan,0.005,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.002,0.005,nan,nan,nan,nan,nan,nan,nan,0.002,0.004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0.004,nan,nan,nan,nan,nan,0.002,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
140.female.ESFJ.Dutch.A.txt,0.086,0.029,0.04,0.046,0.053,0.039,0.018,0.013,0.037,0.02,0.011,0.059,0.018,0.026,0.033,0.044,0.007,0.017,0.004,0.009,0.018,0.009,0.009,0.017,0.018,0.009,nan,0.013,0.006,0.006,0.002,0.011,0.006,0.029,0.017,0.007,0.006,nan,nan,nan,0.007,0.007,0.013,0.004,0.007,0.002,nan,nan,nan,nan,nan,0.009,0.011,nan,0.004,0.007,nan,nan,0.002,0.002,nan,nan,0.004,nan,0.004,nan,nan,nan,nan,0.002,0.004,nan,nan,0.004,nan,0.013,0.006,nan,nan,nan,nan,0.002,nan,nan,0.002,0.006,nan,0.006,0.017,nan,0.009,0.002,nan,nan,nan,nan,nan,0.002,0.004,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,0.007,nan,0.004,nan,nan,nan,0.011,nan,0.002,nan,nan,nan,nan,0.006,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,0.004,nan,nan,0.002,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,0.002,nan,0.002,nan,nan,0.006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
141.male.ENTJ.Dutch.A.txt,0.094,0.064,0.094,0.05,0.043,0.032,0.025,0.016,0.027,0.016,0.012,0.053,0.016,0.041,0.007,0.011,0.021,0.032,0.014,0.007,0.011,0.014,0.009,0.014,0.02,0.004,0.002,0.009,0.004,0.005,0.002,0.002,0.005,0.009,0.005,0.018,nan,0.005,nan,nan,0.009,0.005,0.007,0.005,0.012,nan,0.004,nan,nan,nan,nan,0.011,0.002,nan,0.004,0.005,nan,nan,0.004,nan,nan,nan,nan,0.002,0.002,0.002,nan,nan,nan,0.004,nan,nan,nan,0.011,nan,0.004,0.004,nan,0.002,nan,nan,0.005,nan,0.002,0.007,nan,0.002,0.002,0.012,nan,0.005,0.005,nan,nan,nan,nan,nan,0.002,0.004,0.002,0.004,0.002,0.002,0.004,nan,nan,0.002,nan,nan,nan,0.002,nan,nan,0.004,nan,nan,nan,0.002,nan,nan,nan,0.002,0.004,nan,nan,0.002,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
142.male.INFJ.Dutch.A.txt,0.139,0.078,0.048,0.071,0.046,0.058,0.041,0.009,0.026,0.017,0.013,0.032,0.009,0.026,0.015,0.019,0.015,0.022,0.011,0.011,0.009,nan,0.009,0.017,0.002,0.002,nan,0.011,0.009,0.007,0.002,0.011,0.009,0.007,0.011,0.006,0.004,0.006,0.004,0.006,0.002,0.004,0.002,0.015,0.004,0.006,0.004,nan,0.004,nan,nan,0.006,0.004,nan,nan,0.006,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.006,0.004,nan,nan,nan,nan,nan,nan,0.002,nan,0.004,0.002,nan,0.006,0.002,nan,0.002,nan,nan,0.007,0.002,nan,0.009,0.002,nan,0.004,0.002,0.002,0.002,nan,nan,nan,0.002,0.002,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0.017,0.002,0.002,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0.006,0.004,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
143.male.ISFP.Dutch.A.txt,0.119,0.074,0.076,0.057,0.026,0.054,0.028,0.021,0.016,0.017,0.024,0.026,0.022,0.017,0.028,0.005,0.007,0.029,0.01,0.01,0.016,0.002,0.007,0.009,0.017,0.009,nan,0.012,0.002,0.012,0.005,0.014,0.003,0.014,0.009,0.007,0.002,nan,0.003,0.005,0.003,0.014,0.005,0.009,0.01,0.002,nan,nan,nan,0.002,nan,0.002,0.005,nan,0.003,0.009,nan,0.003,nan,0.002,nan,nan,0.007,0.002,nan,0.002,nan,nan,nan,nan,0.002,0.002,nan,0.007,nan,0.005,0.005,nan,nan,nan,0.002,nan,nan,nan,0.003,0.005,nan,0.003,0.007,nan,0.003,nan,nan,nan,nan,nan,nan,0.002,0.003,0.003,0.002,nan,0.002,0.003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,nan,nan,0.007,0.002,nan,nan,nan,nan,nan,nan,nan,0.003,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,0.003,nan,nan,nan,0.002,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,0.002,nan,nan,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002,0.002,0.002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
